"seqnames"	"start"	"end"	"width"	"strand"	"feature_name"	"feature_id"	"RNA_type"	"annot_name"	"annot_id"
"hsa_mir_3059_MI0039499;type=miRNA"	46	69	24	"*"	"hsa_miR_3059_5p_MIMAT0048633"	"MIMAT0048633"	"miRNA"	"hsa_miR_3059_5p_MIMAT0048633"	"MIMAT0048633"
"hsa_mir_3059_MI0039499;type=miRNA"	12	33	22	"*"	"hsa_miR_3059_3p_MIMAT0048634"	"MIMAT0048634"	"miRNA"	"hsa_miR_3059_3p_MIMAT0048634"	"MIMAT0048634"
"hsa_mir_5700_MI0019307;type=miRNA"	6	27	22	"*"	"hsa_miR_5700_MIMAT0022493"	"MIMAT0022493"	"miRNA"	"hsa_miR_5700_MIMAT0022493"	"MIMAT0022493"
"hsa_mir_7844_MI0025514;type=miRNA"	76	97	22	"*"	"hsa_miR_7844_5p_MIMAT0030419"	"MIMAT0030419"	"miRNA"	"hsa_miR_7844_5p_MIMAT0030419"	"MIMAT0030419"
"hsa_mir_492_MI0003131;type=miRNA"	30	52	23	"*"	"hsa_miR_492_MIMAT0002812"	"MIMAT0002812"	"miRNA"	"hsa_miR_492_MIMAT0002812"	"MIMAT0002812"
"hsa_mir_331_MI0000812;type=miRNA"	26	47	22	"*"	"hsa_miR_331_5p_MIMAT0004700"	"MIMAT0004700"	"miRNA"	"hsa_miR_331_5p_MIMAT0004700"	"MIMAT0004700"
"hsa_mir_331_MI0000812;type=miRNA"	61	81	21	"*"	"hsa_miR_331_3p_MIMAT0000760"	"MIMAT0000760"	"miRNA"	"hsa_miR_331_3p_MIMAT0000760"	"MIMAT0000760"
"hsa_mir_3685_MI0016086;type=miRNA"	6	27	22	"*"	"hsa_miR_3685_MIMAT0018113"	"MIMAT0018113"	"miRNA"	"hsa_miR_3685_MIMAT0018113"	"MIMAT0018113"
"hsa_mir_1251_MI0006386;type=miRNA"	5	25	21	"*"	"hsa_miR_1251_5p_MIMAT0005903"	"MIMAT0005903"	"miRNA"	"hsa_miR_1251_5p_MIMAT0005903"	"MIMAT0005903"
"hsa_mir_1251_MI0006386;type=miRNA"	43	63	21	"*"	"hsa_miR_1251_3p_MIMAT0026741"	"MIMAT0026741"	"miRNA"	"hsa_miR_1251_3p_MIMAT0026741"	"MIMAT0026741"
"hsa_mir_135a_2_MI0000453;type=miRNA"	23	45	23	"*"	"hsa_miR_135a_5p_MIMAT0000428"	"MIMAT0000428"	"miRNA"	"hsa_miR_135a_5p_MIMAT0000428"	"MIMAT0000428"
"hsa_mir_135a_2_MI0000453;type=miRNA"	61	82	22	"*"	"hsa_miR_135a_2_3p_MIMAT0037309"	"MIMAT0037309"	"miRNA"	"hsa_miR_135a_2_3p_MIMAT0037309"	"MIMAT0037309"
"hsa_mir_4495_MI0016857;type=miRNA"	42	62	21	"*"	"hsa_miR_4495_MIMAT0019030"	"MIMAT0019030"	"miRNA"	"hsa_miR_4495_MIMAT0019030"	"MIMAT0019030"
"hsa_mir_4303_MI0015834;type=miRNA"	40	56	17	"*"	"hsa_miR_4303_MIMAT0016856"	"MIMAT0016856"	"miRNA"	"hsa_miR_4303_MIMAT0016856"	"MIMAT0016856"
"hsa_mir_1827_MI0008195;type=miRNA"	49	66	18	"*"	"hsa_miR_1827_MIMAT0006767"	"MIMAT0006767"	"miRNA"	"hsa_miR_1827_MIMAT0006767"	"MIMAT0006767"
"hsa_mir_3652_MI0016052;type=miRNA"	1	18	18	"*"	"hsa_miR_3652_MIMAT0018072"	"MIMAT0018072"	"miRNA"	"hsa_miR_3652_MIMAT0018072"	"MIMAT0018072"
"hsa_mir_3922_MI0016429;type=miRNA"	62	83	22	"*"	"hsa_miR_3922_3p_MIMAT0018197"	"MIMAT0018197"	"miRNA"	"hsa_miR_3922_3p_MIMAT0018197"	"MIMAT0018197"
"hsa_mir_3922_MI0016429;type=miRNA"	13	35	23	"*"	"hsa_miR_3922_5p_MIMAT0019227"	"MIMAT0019227"	"miRNA"	"hsa_miR_3922_5p_MIMAT0019227"	"MIMAT0019227"
"hsa_mir_4496_MI0016858;type=miRNA"	40	61	22	"*"	"hsa_miR_4496_MIMAT0019031"	"MIMAT0019031"	"miRNA"	"hsa_miR_4496_MIMAT0019031"	"MIMAT0019031"
"hsa_mir_619_MI0003633;type=miRNA"	16	39	24	"*"	"hsa_miR_619_3p_MIMAT0003288"	"MIMAT0003288"	"miRNA"	"hsa_miR_619_3p_MIMAT0003288"	"MIMAT0003288"
"hsa_mir_619_MI0003633;type=miRNA"	55	76	22	"*"	"hsa_miR_619_5p_MIMAT0026622"	"MIMAT0026622"	"miRNA"	"hsa_miR_619_5p_MIMAT0026622"	"MIMAT0026622"
"hsa_mir_4497_MI0016859;type=miRNA"	3	19	17	"*"	"hsa_miR_4497_MIMAT0019032"	"MIMAT0019032"	"miRNA"	"hsa_miR_4497_MIMAT0019032"	"MIMAT0019032"
"hsa_mir_6760_MI0022605;type=miRNA"	6	28	23	"*"	"hsa_miR_6760_5p_MIMAT0027420"	"MIMAT0027420"	"miRNA"	"hsa_miR_6760_5p_MIMAT0027420"	"MIMAT0027420"
"hsa_mir_6760_MI0022605;type=miRNA"	48	68	21	"*"	"hsa_miR_6760_3p_MIMAT0027421"	"MIMAT0027421"	"miRNA"	"hsa_miR_6760_3p_MIMAT0027421"	"MIMAT0027421"
"hsa_mir_6761_MI0022606;type=miRNA"	6	26	21	"*"	"hsa_miR_6761_5p_MIMAT0027422"	"MIMAT0027422"	"miRNA"	"hsa_miR_6761_5p_MIMAT0027422"	"MIMAT0027422"
"hsa_mir_6761_MI0022606;type=miRNA"	49	70	22	"*"	"hsa_miR_6761_3p_MIMAT0027423"	"MIMAT0027423"	"miRNA"	"hsa_miR_6761_3p_MIMAT0027423"	"MIMAT0027423"
"hsa_mir_3657_MI0016057;type=miRNA"	29	49	21	"*"	"hsa_miR_3657_MIMAT0018077"	"MIMAT0018077"	"miRNA"	"hsa_miR_3657_MIMAT0018077"	"MIMAT0018077"
"hsa_mir_6861_MI0022708;type=miRNA"	38	59	22	"*"	"hsa_miR_6861_5p_MIMAT0027623"	"MIMAT0027623"	"miRNA"	"hsa_miR_6861_5p_MIMAT0027623"	"MIMAT0027623"
"hsa_mir_6861_MI0022708;type=miRNA"	8	25	18	"*"	"hsa_miR_6861_3p_MIMAT0027624"	"MIMAT0027624"	"miRNA"	"hsa_miR_6861_3p_MIMAT0027624"	"MIMAT0027624"
"hsa_mir_1302_1_MI0006362;type=miRNA"	49	69	21	"*"	"hsa_miR_1302_MIMAT0005890_1"	"MIMAT0005890_1"	"miRNA"	"hsa_miR_1302_MIMAT0005890_1"	"MIMAT0005890_1"
"hsa_mir_7106_MI0022957;type=miRNA"	41	60	20	"*"	"hsa_miR_7106_5p_MIMAT0028109"	"MIMAT0028109"	"miRNA"	"hsa_miR_7106_5p_MIMAT0028109"	"MIMAT0028109"
"hsa_mir_7106_MI0022957;type=miRNA"	1	23	23	"*"	"hsa_miR_7106_3p_MIMAT0028110"	"MIMAT0028110"	"miRNA"	"hsa_miR_7106_3p_MIMAT0028110"	"MIMAT0028110"
"hsa_mir_6762_MI0022607;type=miRNA"	6	28	23	"*"	"hsa_miR_6762_5p_MIMAT0027424"	"MIMAT0027424"	"miRNA"	"hsa_miR_6762_5p_MIMAT0027424"	"MIMAT0027424"
"hsa_mir_6762_MI0022607;type=miRNA"	64	86	23	"*"	"hsa_miR_6762_3p_MIMAT0027425"	"MIMAT0027425"	"miRNA"	"hsa_miR_6762_3p_MIMAT0027425"	"MIMAT0027425"
"hsa_mir_620_MI0003634;type=miRNA"	16	35	20	"*"	"hsa_miR_620_MIMAT0003289"	"MIMAT0003289"	"miRNA"	"hsa_miR_620_MIMAT0003289"	"MIMAT0003289"
"hsa_mir_4472_2_MI0016824;type=miRNA"	43	60	18	"*"	"hsa_miR_4472_MIMAT0018999"	"MIMAT0018999"	"miRNA"	"hsa_miR_4472_MIMAT0018999"	"MIMAT0018999"
"hsa_mir_1178_MI0006271;type=miRNA"	16	36	21	"*"	"hsa_miR_1178_3p_MIMAT0005823"	"MIMAT0005823"	"miRNA"	"hsa_miR_1178_3p_MIMAT0005823"	"MIMAT0005823"
"hsa_mir_1178_MI0006271;type=miRNA"	45	62	18	"*"	"hsa_miR_1178_5p_MIMAT0022940"	"MIMAT0022940"	"miRNA"	"hsa_miR_1178_5p_MIMAT0022940"	"MIMAT0022940"
"hsa_mir_4498_MI0016860;type=miRNA"	40	61	22	"*"	"hsa_miR_4498_MIMAT0019033"	"MIMAT0019033"	"miRNA"	"hsa_miR_4498_MIMAT0019033"	"MIMAT0019033"
"hsa_mir_4700_MI0017333;type=miRNA"	10	31	22	"*"	"hsa_miR_4700_5p_MIMAT0019796"	"MIMAT0019796"	"miRNA"	"hsa_miR_4700_5p_MIMAT0019796"	"MIMAT0019796"
"hsa_mir_4700_MI0017333;type=miRNA"	41	66	26	"*"	"hsa_miR_4700_3p_MIMAT0019797"	"MIMAT0019797"	"miRNA"	"hsa_miR_4700_3p_MIMAT0019797"	"MIMAT0019797"
"hsa_mir_7107_MI0022958;type=miRNA"	54	75	22	"*"	"hsa_miR_7107_5p_MIMAT0028111"	"MIMAT0028111"	"miRNA"	"hsa_miR_7107_5p_MIMAT0028111"	"MIMAT0028111"
"hsa_mir_7107_MI0022958;type=miRNA"	7	33	27	"*"	"hsa_miR_7107_3p_MIMAT0028112"	"MIMAT0028112"	"miRNA"	"hsa_miR_7107_3p_MIMAT0028112"	"MIMAT0028112"
"hsa_mir_9902_1_MI0031830;type=miRNA"	58	79	22	"*"	"hsa_miR_9902_MIMAT0039322"	"MIMAT0039322"	"miRNA"	"hsa_miR_9902_MIMAT0039322"	"MIMAT0039322"
"hsa_mir_4304_MI0015832;type=miRNA"	36	52	17	"*"	"hsa_miR_4304_MIMAT0016854"	"MIMAT0016854"	"miRNA"	"hsa_miR_4304_MIMAT0016854"	"MIMAT0016854"
"hsa_mir_8072_MI0025908;type=miRNA"	51	70	20	"*"	"hsa_miR_8072_MIMAT0030999"	"MIMAT0030999"	"miRNA"	"hsa_miR_8072_MIMAT0030999"	"MIMAT0030999"
"hsa_mir_3908_MI0016412;type=miRNA"	5	26	22	"*"	"hsa_miR_3908_MIMAT0018182"	"MIMAT0018182"	"miRNA"	"hsa_miR_3908_MIMAT0018182"	"MIMAT0018182"
"hsa_mir_6880_MI0022727;type=miRNA"	36	57	22	"*"	"hsa_miR_6880_5p_MIMAT0027660"	"MIMAT0027660"	"miRNA"	"hsa_miR_6880_5p_MIMAT0027660"	"MIMAT0027660"
"hsa_mir_6880_MI0022727;type=miRNA"	1	21	21	"*"	"hsa_miR_6880_3p_MIMAT0027661"	"MIMAT0027661"	"miRNA"	"hsa_miR_6880_3p_MIMAT0027661"	"MIMAT0027661"
"hsa_mir_5188_MI0018167;type=miRNA"	64	86	23	"*"	"hsa_miR_5188_MIMAT0021119"	"MIMAT0021119"	"miRNA"	"hsa_miR_5188_MIMAT0021119"	"MIMAT0021119"
"hsa_mir_3612_MI0016002;type=miRNA"	14	35	22	"*"	"hsa_miR_3612_MIMAT0017989"	"MIMAT0017989"	"miRNA"	"hsa_miR_3612_MIMAT0017989"	"MIMAT0017989"
"hsa_mir_6763_MI0022608;type=miRNA"	6	24	19	"*"	"hsa_miR_6763_5p_MIMAT0027426"	"MIMAT0027426"	"miRNA"	"hsa_miR_6763_5p_MIMAT0027426"	"MIMAT0027426"
"hsa_mir_6763_MI0022608;type=miRNA"	45	65	21	"*"	"hsa_miR_6763_3p_MIMAT0027427"	"MIMAT0027427"	"miRNA"	"hsa_miR_6763_3p_MIMAT0027427"	"MIMAT0027427"
"hsa_mir_4499_MI0016862;type=miRNA"	53	69	17	"*"	"hsa_miR_4499_MIMAT0019035"	"MIMAT0019035"	"miRNA"	"hsa_miR_4499_MIMAT0019035"	"MIMAT0019035"
"hsa_mir_2276_MI0011282;type=miRNA"	54	75	22	"*"	"hsa_miR_2276_3p_MIMAT0011775"	"MIMAT0011775"	"miRNA"	"hsa_miR_2276_3p_MIMAT0011775"	"MIMAT0011775"
"hsa_mir_2276_MI0011282;type=miRNA"	16	37	22	"*"	"hsa_miR_2276_5p_MIMAT0026921"	"MIMAT0026921"	"miRNA"	"hsa_miR_2276_5p_MIMAT0026921"	"MIMAT0026921"
"hsa_mir_4305_MI0015835;type=miRNA"	75	92	18	"*"	"hsa_miR_4305_MIMAT0016857"	"MIMAT0016857"	"miRNA"	"hsa_miR_4305_MIMAT0016857"	"MIMAT0016857"
"hsa_mir_320d_1_MI0008190;type=miRNA"	13	31	19	"*"	"hsa_miR_320d_MIMAT0006764"	"MIMAT0006764"	"miRNA"	"hsa_miR_320d_MIMAT0006764"	"MIMAT0006764"
"hsa_mir_621_MI0003635;type=miRNA"	61	81	21	"*"	"hsa_miR_621_MIMAT0003290"	"MIMAT0003290"	"miRNA"	"hsa_miR_621_MIMAT0003290"	"MIMAT0003290"
"hsa_mir_3168_MI0014199;type=miRNA"	58	74	17	"*"	"hsa_miR_3168_MIMAT0015043"	"MIMAT0015043"	"miRNA"	"hsa_miR_3168_MIMAT0015043"	"MIMAT0015043"
"hsa_mir_5006_MI0017873;type=miRNA"	70	90	21	"*"	"hsa_miR_5006_5p_MIMAT0021033"	"MIMAT0021033"	"miRNA"	"hsa_miR_5006_5p_MIMAT0021033"	"MIMAT0021033"
"hsa_mir_5006_MI0017873;type=miRNA"	21	41	21	"*"	"hsa_miR_5006_3p_MIMAT0021034"	"MIMAT0021034"	"miRNA"	"hsa_miR_5006_3p_MIMAT0021034"	"MIMAT0021034"
"hsa_mir_8079_MI0025915;type=miRNA"	43	62	20	"*"	"hsa_miR_8079_MIMAT0031006"	"MIMAT0031006"	"miRNA"	"hsa_miR_8079_MIMAT0031006"	"MIMAT0031006"
"hsa_mir_3613_MI0016003;type=miRNA"	51	72	22	"*"	"hsa_miR_3613_5p_MIMAT0017990"	"MIMAT0017990"	"miRNA"	"hsa_miR_3613_5p_MIMAT0017990"	"MIMAT0017990"
"hsa_mir_3613_MI0016003;type=miRNA"	12	35	24	"*"	"hsa_miR_3613_3p_MIMAT0017991"	"MIMAT0017991"	"miRNA"	"hsa_miR_3613_3p_MIMAT0017991"	"MIMAT0017991"
"hsa_mir_16_1_MI0000070;type=miRNA"	55	76	22	"*"	"hsa_miR_16_5p_MIMAT0000069"	"MIMAT0000069"	"miRNA"	"hsa_miR_16_5p_MIMAT0000069"	"MIMAT0000069"
"hsa_mir_16_1_MI0000070;type=miRNA"	13	34	22	"*"	"hsa_miR_16_1_3p_MIMAT0004489"	"MIMAT0004489"	"miRNA"	"hsa_miR_16_1_3p_MIMAT0004489"	"MIMAT0004489"
"hsa_mir_15a_MI0000069;type=miRNA"	49	70	22	"*"	"hsa_miR_15a_5p_MIMAT0000068"	"MIMAT0000068"	"miRNA"	"hsa_miR_15a_5p_MIMAT0000068"	"MIMAT0000068"
"hsa_mir_15a_MI0000069;type=miRNA"	12	33	22	"*"	"hsa_miR_15a_3p_MIMAT0004488"	"MIMAT0004488"	"miRNA"	"hsa_miR_15a_3p_MIMAT0004488"	"MIMAT0004488"
"hsa_mir_5693_MI0019300;type=miRNA"	10	31	22	"*"	"hsa_miR_5693_MIMAT0022486"	"MIMAT0022486"	"miRNA"	"hsa_miR_5693_MIMAT0022486"	"MIMAT0022486"
"hsa_mir_4703_MI0017336;type=miRNA"	11	33	23	"*"	"hsa_miR_4703_5p_MIMAT0019801"	"MIMAT0019801"	"miRNA"	"hsa_miR_4703_5p_MIMAT0019801"	"MIMAT0019801"
"hsa_mir_4703_MI0017336;type=miRNA"	49	70	22	"*"	"hsa_miR_4703_3p_MIMAT0019802"	"MIMAT0019802"	"miRNA"	"hsa_miR_4703_3p_MIMAT0019802"	"MIMAT0019802"
"hsa_mir_759_MI0004065;type=miRNA"	24	45	22	"*"	"hsa_miR_759_MIMAT0010497"	"MIMAT0010497"	"miRNA"	"hsa_miR_759_MIMAT0010497"	"MIMAT0010497"
"hsa_mir_1297_MI0006358;type=miRNA"	10	26	17	"*"	"hsa_miR_1297_MIMAT0005886"	"MIMAT0005886"	"miRNA"	"hsa_miR_1297_MIMAT0005886"	"MIMAT0005886"
"hsa_mir_5007_MI0017874;type=miRNA"	21	42	22	"*"	"hsa_miR_5007_5p_MIMAT0021035"	"MIMAT0021035"	"miRNA"	"hsa_miR_5007_5p_MIMAT0021035"	"MIMAT0021035"
"hsa_mir_5007_MI0017874;type=miRNA"	56	77	22	"*"	"hsa_miR_5007_3p_MIMAT0021036"	"MIMAT0021036"	"miRNA"	"hsa_miR_5007_3p_MIMAT0021036"	"MIMAT0021036"
"hsa_mir_3169_MI0014200;type=miRNA"	51	72	22	"*"	"hsa_miR_3169_MIMAT0015044"	"MIMAT0015044"	"miRNA"	"hsa_miR_3169_MIMAT0015044"	"MIMAT0015044"
"hsa_mir_548x_2_MI0016833;type=miRNA"	23	42	20	"*"	"hsa_miR_548x_3p_MIMAT0015081"	"MIMAT0015081"	"miRNA"	"hsa_miR_548x_3p_MIMAT0015081"	"MIMAT0015081"
"hsa_mir_4704_MI0017337;type=miRNA"	10	31	22	"*"	"hsa_miR_4704_5p_MIMAT0019803"	"MIMAT0019803"	"miRNA"	"hsa_miR_4704_5p_MIMAT0019803"	"MIMAT0019803"
"hsa_mir_4704_MI0017337;type=miRNA"	47	68	22	"*"	"hsa_miR_4704_3p_MIMAT0019804"	"MIMAT0019804"	"miRNA"	"hsa_miR_4704_3p_MIMAT0019804"	"MIMAT0019804"
"hsa_mir_3665_MI0016066;type=miRNA"	64	81	18	"*"	"hsa_miR_3665_MIMAT0018087"	"MIMAT0018087"	"miRNA"	"hsa_miR_3665_MIMAT0018087"	"MIMAT0018087"
"hsa_mir_4500_MI0016863;type=miRNA"	7	23	17	"*"	"hsa_miR_4500_MIMAT0019036"	"MIMAT0019036"	"miRNA"	"hsa_miR_4500_MIMAT0019036"	"MIMAT0019036"
"hsa_mir_622_MI0003636;type=miRNA"	61	81	21	"*"	"hsa_miR_622_MIMAT0003291"	"MIMAT0003291"	"miRNA"	"hsa_miR_622_MIMAT0003291"	"MIMAT0003291"
"hsa_mir_17_MI0000071;type=miRNA"	14	36	23	"*"	"hsa_miR_17_5p_MIMAT0000070"	"MIMAT0000070"	"miRNA"	"hsa_miR_17_5p_MIMAT0000070"	"MIMAT0000070"
"hsa_mir_17_MI0000071;type=miRNA"	51	72	22	"*"	"hsa_miR_17_3p_MIMAT0000071"	"MIMAT0000071"	"miRNA"	"hsa_miR_17_3p_MIMAT0000071"	"MIMAT0000071"
"hsa_mir_18a_MI0000072;type=miRNA"	6	28	23	"*"	"hsa_miR_18a_5p_MIMAT0000072"	"MIMAT0000072"	"miRNA"	"hsa_miR_18a_5p_MIMAT0000072"	"MIMAT0000072"
"hsa_mir_18a_MI0000072;type=miRNA"	47	69	23	"*"	"hsa_miR_18a_3p_MIMAT0002891"	"MIMAT0002891"	"miRNA"	"hsa_miR_18a_3p_MIMAT0002891"	"MIMAT0002891"
"hsa_mir_19a_MI0000073;type=miRNA"	14	35	22	"*"	"hsa_miR_19a_5p_MIMAT0004490"	"MIMAT0004490"	"miRNA"	"hsa_miR_19a_5p_MIMAT0004490"	"MIMAT0004490"
"hsa_mir_19a_MI0000073;type=miRNA"	49	71	23	"*"	"hsa_miR_19a_3p_MIMAT0000073"	"MIMAT0000073"	"miRNA"	"hsa_miR_19a_3p_MIMAT0000073"	"MIMAT0000073"
"hsa_mir_20a_MI0000076;type=miRNA"	8	30	23	"*"	"hsa_miR_20a_5p_MIMAT0000075"	"MIMAT0000075"	"miRNA"	"hsa_miR_20a_5p_MIMAT0000075"	"MIMAT0000075"
"hsa_mir_20a_MI0000076;type=miRNA"	44	65	22	"*"	"hsa_miR_20a_3p_MIMAT0004493"	"MIMAT0004493"	"miRNA"	"hsa_miR_20a_3p_MIMAT0004493"	"MIMAT0004493"
"hsa_mir_19b_1_MI0000074;type=miRNA"	16	38	23	"*"	"hsa_miR_19b_1_5p_MIMAT0004491"	"MIMAT0004491"	"miRNA"	"hsa_miR_19b_1_5p_MIMAT0004491"	"MIMAT0004491"
"hsa_mir_19b_1_MI0000074;type=miRNA"	54	76	23	"*"	"hsa_miR_19b_3p_MIMAT0000074"	"MIMAT0000074"	"miRNA"	"hsa_miR_19b_3p_MIMAT0000074"	"MIMAT0000074"
"hsa_mir_92a_1_MI0000093;type=miRNA"	11	33	23	"*"	"hsa_miR_92a_1_5p_MIMAT0004507"	"MIMAT0004507"	"miRNA"	"hsa_miR_92a_1_5p_MIMAT0004507"	"MIMAT0004507"
"hsa_mir_92a_1_MI0000093;type=miRNA"	48	69	22	"*"	"hsa_miR_92a_3p_MIMAT0000092"	"MIMAT0000092"	"miRNA"	"hsa_miR_92a_3p_MIMAT0000092"	"MIMAT0000092"
"hsa_mir_548as_MI0019132;type=miRNA"	1	22	22	"*"	"hsa_miR_548as_5p_MIMAT0022267"	"MIMAT0022267"	"miRNA"	"hsa_miR_548as_5p_MIMAT0022267"	"MIMAT0022267"
"hsa_mir_548as_MI0019132;type=miRNA"	37	58	22	"*"	"hsa_miR_548as_3p_MIMAT0022268"	"MIMAT0022268"	"miRNA"	"hsa_miR_548as_3p_MIMAT0022268"	"MIMAT0022268"
"hsa_mir_4501_MI0016864;type=miRNA"	1	21	21	"*"	"hsa_miR_4501_MIMAT0019037"	"MIMAT0019037"	"miRNA"	"hsa_miR_4501_MIMAT0019037"	"MIMAT0019037"
"hsa_mir_3170_MI0014201;type=miRNA"	10	31	22	"*"	"hsa_miR_3170_MIMAT0015045"	"MIMAT0015045"	"miRNA"	"hsa_miR_3170_MIMAT0015045"	"MIMAT0015045"
"hsa_mir_623_MI0003637;type=miRNA"	16	38	23	"*"	"hsa_miR_623_MIMAT0003292"	"MIMAT0003292"	"miRNA"	"hsa_miR_623_MIMAT0003292"	"MIMAT0003292"
"hsa_mir_4306_MI0015836;type=miRNA"	65	81	17	"*"	"hsa_miR_4306_MIMAT0016858"	"MIMAT0016858"	"miRNA"	"hsa_miR_4306_MIMAT0016858"	"MIMAT0016858"
"hsa_mir_2681_MI0012062;type=miRNA"	63	84	22	"*"	"hsa_miR_2681_5p_MIMAT0013515"	"MIMAT0013515"	"miRNA"	"hsa_miR_2681_5p_MIMAT0013515"	"MIMAT0013515"
"hsa_mir_2681_MI0012062;type=miRNA"	24	45	22	"*"	"hsa_miR_2681_3p_MIMAT0013516"	"MIMAT0013516"	"miRNA"	"hsa_miR_2681_3p_MIMAT0013516"	"MIMAT0013516"
"hsa_mir_4705_MI0017338;type=miRNA"	41	62	22	"*"	"hsa_miR_4705_MIMAT0019805"	"MIMAT0019805"	"miRNA"	"hsa_miR_4705_MIMAT0019805"	"MIMAT0019805"
"hsa_mir_1267_MI0006404;type=miRNA"	47	67	21	"*"	"hsa_miR_1267_MIMAT0005921"	"MIMAT0005921"	"miRNA"	"hsa_miR_1267_MIMAT0005921"	"MIMAT0005921"
"hsa_mir_8073_MI0025909;type=miRNA"	11	32	22	"*"	"hsa_miR_8073_MIMAT0031000"	"MIMAT0031000"	"miRNA"	"hsa_miR_8073_MIMAT0031000"	"MIMAT0031000"
"hsa_mir_8075_MI0025911;type=miRNA"	47	70	24	"*"	"hsa_miR_8075_MIMAT0031002"	"MIMAT0031002"	"miRNA"	"hsa_miR_8075_MIMAT0031002"	"MIMAT0031002"
"hsa_mir_548ar_MI0019131;type=miRNA"	1	21	21	"*"	"hsa_miR_548ar_5p_MIMAT0022265"	"MIMAT0022265"	"miRNA"	"hsa_miR_548ar_5p_MIMAT0022265"	"MIMAT0022265"
"hsa_mir_548ar_MI0019131;type=miRNA"	37	57	21	"*"	"hsa_miR_548ar_3p_MIMAT0022266"	"MIMAT0022266"	"miRNA"	"hsa_miR_548ar_3p_MIMAT0022266"	"MIMAT0022266"
"hsa_mir_4502_MI0016865;type=miRNA"	58	79	22	"*"	"hsa_miR_4502_MIMAT0019038"	"MIMAT0019038"	"miRNA"	"hsa_miR_4502_MIMAT0019038"	"MIMAT0019038"
"hsa_mir_6717_MI0022551;type=miRNA"	42	63	22	"*"	"hsa_miR_6717_5p_MIMAT0025846"	"MIMAT0025846"	"miRNA"	"hsa_miR_6717_5p_MIMAT0025846"	"MIMAT0025846"
"hsa_mir_4707_MI0017340;type=miRNA"	49	71	23	"*"	"hsa_miR_4707_5p_MIMAT0019807"	"MIMAT0019807"	"miRNA"	"hsa_miR_4707_5p_MIMAT0019807"	"MIMAT0019807"
"hsa_mir_4707_MI0017340;type=miRNA"	8	29	22	"*"	"hsa_miR_4707_3p_MIMAT0019808"	"MIMAT0019808"	"miRNA"	"hsa_miR_4707_3p_MIMAT0019808"	"MIMAT0019808"
"hsa_mir_208a_MI0000251;type=miRNA"	7	28	22	"*"	"hsa_miR_208a_3p_MIMAT0000241"	"MIMAT0000241"	"miRNA"	"hsa_miR_208a_3p_MIMAT0000241"	"MIMAT0000241"
"hsa_mir_208a_MI0000251;type=miRNA"	42	63	22	"*"	"hsa_miR_208a_5p_MIMAT0026474"	"MIMAT0026474"	"miRNA"	"hsa_miR_208a_5p_MIMAT0026474"	"MIMAT0026474"
"hsa_mir_208b_MI0005570;type=miRNA"	11	32	22	"*"	"hsa_miR_208b_3p_MIMAT0004960"	"MIMAT0004960"	"miRNA"	"hsa_miR_208b_3p_MIMAT0004960"	"MIMAT0004960"
"hsa_mir_208b_MI0005570;type=miRNA"	46	67	22	"*"	"hsa_miR_208b_5p_MIMAT0026722"	"MIMAT0026722"	"miRNA"	"hsa_miR_208b_5p_MIMAT0026722"	"MIMAT0026722"
"hsa_mir_7703_MI0025239;type=miRNA"	1	23	23	"*"	"hsa_miR_7703_MIMAT0030018"	"MIMAT0030018"	"miRNA"	"hsa_miR_7703_MIMAT0030018"	"MIMAT0030018"
"hsa_mir_4307_MI0015838;type=miRNA"	56	74	19	"*"	"hsa_miR_4307_MIMAT0016860"	"MIMAT0016860"	"miRNA"	"hsa_miR_4307_MIMAT0016860"	"MIMAT0016860"
"hsa_mir_3171_MI0014202;type=miRNA"	42	65	24	"*"	"hsa_miR_3171_MIMAT0015046"	"MIMAT0015046"	"miRNA"	"hsa_miR_3171_MIMAT0015046"	"MIMAT0015046"
"hsa_mir_624_MI0003638;type=miRNA"	61	82	22	"*"	"hsa_miR_624_5p_MIMAT0003293"	"MIMAT0003293"	"miRNA"	"hsa_miR_624_5p_MIMAT0003293"	"MIMAT0003293"
"hsa_mir_624_MI0003638;type=miRNA"	24	44	21	"*"	"hsa_miR_624_3p_MIMAT0004807"	"MIMAT0004807"	"miRNA"	"hsa_miR_624_3p_MIMAT0004807"	"MIMAT0004807"
"hsa_mir_4503_MI0016866;type=miRNA"	50	71	22	"*"	"hsa_miR_4503_MIMAT0019039"	"MIMAT0019039"	"miRNA"	"hsa_miR_4503_MIMAT0019039"	"MIMAT0019039"
"hsa_mir_548y_MI0016595;type=miRNA"	67	88	22	"*"	"hsa_miR_548y_MIMAT0018354"	"MIMAT0018354"	"miRNA"	"hsa_miR_548y_MIMAT0018354"	"MIMAT0018354"
"hsa_mir_6076_MI0020353;type=miRNA"	1	21	21	"*"	"hsa_miR_6076_MIMAT0023701"	"MIMAT0023701"	"miRNA"	"hsa_miR_6076_MIMAT0023701"	"MIMAT0023701"
"hsa_mir_4504_MI0016867;type=miRNA"	17	38	22	"*"	"hsa_miR_4504_MIMAT0019040"	"MIMAT0019040"	"miRNA"	"hsa_miR_4504_MIMAT0019040"	"MIMAT0019040"
"hsa_mir_5580_MI0019135;type=miRNA"	37	58	22	"*"	"hsa_miR_5580_5p_MIMAT0022273"	"MIMAT0022273"	"miRNA"	"hsa_miR_5580_5p_MIMAT0022273"	"MIMAT0022273"
